category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Centaurea maculosa,Spotted Knapweed,,Great Smoky Mountains National Park,59
Vascular Plant,Centaurea maculosa,Spotted Knapweed,,Yellowstone National Park,267
Vascular Plant,Centaurea maculosa,Spotted Knapweed,,Yosemite National Park,143
Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",,Yosemite National Park,146
Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",,Bryce National Park,78
Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",,Yellowstone National Park,236
Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",,Great Smoky Mountains National Park,62
Vascular Plant,Centaurea nigra,Lesser Knapweed,,Yosemite National Park,167
Vascular Plant,Centaurea nigra,Lesser Knapweed,,Bryce National Park,82
Vascular Plant,Centaurea nigra,Lesser Knapweed,,Great Smoky Mountains National Park,61
Vascular Plant,Centaurea nigra,Lesser Knapweed,,Yellowstone National Park,228
Vascular Plant,Centaurea pratensis,Meadow Knapweed,,Yosemite National Park,154
Vascular Plant,Centaurea pratensis,Meadow Knapweed,,Bryce National Park,91
Vascular Plant,Centaurea pratensis,Meadow Knapweed,,Great Smoky Mountains National Park,79
Vascular Plant,Centaurea pratensis,Meadow Knapweed,,Yellowstone National Park,246
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",,Bryce National Park,130
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",,Great Smoky Mountains National Park,72
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",,Yellowstone National Park,245
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",,Yosemite National Park,166
Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",,Great Smoky Mountains National Park,87
Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",,Yellowstone National Park,227
Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",,Yosemite National Park,133
Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",,Bryce National Park,105
Vascular Plant,Centaurium venustum,Charming Centaury,,Yosemite National Park,182
Vascular Plant,Centaurium venustum,Charming Centaury,,Great Smoky Mountains National Park,41
Vascular Plant,Centaurium venustum,Charming Centaury,,Bryce National Park,107
Vascular Plant,Centaurium venustum,Charming Centaury,,Yellowstone National Park,243
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Yosemite National Park,187
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Great Smoky Mountains National Park,77
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Bryce National Park,135
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Bryce National Park,100
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Yellowstone National Park,268
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Yellowstone National Park,251
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Yosemite National Park,153
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",,Great Smoky Mountains National Park,82
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Yosemite National Park,187
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Great Smoky Mountains National Park,77
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Bryce National Park,135
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Bryce National Park,100
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Yellowstone National Park,268
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Yellowstone National Park,251
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Yosemite National Park,153
Bird,Centrocercus urophasianus,Greater Sage-Grouse,,Great Smoky Mountains National Park,82
Vascular Plant,Centrosema virginianum,"Butterfly-Pea, Coastal Butterfly-Pea",,Bryce National Park,99
Vascular Plant,Centrosema virginianum,"Butterfly-Pea, Coastal Butterfly-Pea",,Yosemite National Park,185
Vascular Plant,Centrosema virginianum,"Butterfly-Pea, Coastal Butterfly-Pea",,Yellowstone National Park,235
Vascular Plant,Centrosema virginianum,"Butterfly-Pea, Coastal Butterfly-Pea",,Great Smoky Mountains National Park,45
Vascular Plant,Cephalanthera austiniae,Phantom Orchid,,Yellowstone National Park,254
Vascular Plant,Cephalanthera austiniae,Phantom Orchid,,Yosemite National Park,140
Vascular Plant,Cephalanthera austiniae,Phantom Orchid,,Bryce National Park,141
Vascular Plant,Cephalanthera austiniae,Phantom Orchid,,Great Smoky Mountains National Park,74
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",,Great Smoky Mountains National Park,92
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",,Yosemite National Park,180
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",,Yellowstone National Park,267
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",,Bryce National Park,99
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,,Bryce National Park,104
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,,Yellowstone National Park,261
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,,Yosemite National Park,147
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,,Great Smoky Mountains National Park,100
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,,Yellowstone National Park,262
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,,Yosemite National Park,156
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,,Bryce National Park,116
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,,Great Smoky Mountains National Park,74
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,,Great Smoky Mountains National Park,117
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,,Yellowstone National Park,246
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,,Yosemite National Park,148
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,,Bryce National Park,114
Nonvascular Plant,Cephalozia catenulata,Cephalozia,,Bryce National Park,118
Nonvascular Plant,Cephalozia catenulata,Cephalozia,,Yosemite National Park,169
Nonvascular Plant,Cephalozia catenulata,Cephalozia,,Yellowstone National Park,238
Nonvascular Plant,Cephalozia catenulata,Cephalozia,,Great Smoky Mountains National Park,103
Nonvascular Plant,Cephalozia connivens,Cephalozia,,Yosemite National Park,157
Nonvascular Plant,Cephalozia connivens,Cephalozia,,Great Smoky Mountains National Park,62
Nonvascular Plant,Cephalozia connivens,Cephalozia,,Yellowstone National Park,230
Nonvascular Plant,Cephalozia connivens,Cephalozia,,Bryce National Park,54
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,,Bryce National Park,113
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,,Yosemite National Park,144
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,,Great Smoky Mountains National Park,66
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,,Yellowstone National Park,254
Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",,Yosemite National Park,143
Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",,Bryce National Park,89
Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",,Yellowstone National Park,259
Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",,Great Smoky Mountains National Park,83
Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",,Great Smoky Mountains National Park,54
Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",,Yellowstone National Park,279
Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",,Bryce National Park,115
Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",,Yosemite National Park,140
Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",,Yosemite National Park,194
Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",,Bryce National Park,86
Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",,Great Smoky Mountains National Park,91
Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",,Yellowstone National Park,253
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Great Smoky Mountains National Park,60
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Yellowstone National Park,269
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Yellowstone National Park,275
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Bryce National Park,133
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Yosemite National Park,158
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Yosemite National Park,185
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Bryce National Park,92
Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,,Great Smoky Mountains National Park,38
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Great Smoky Mountains National Park,60
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Yellowstone National Park,269
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Yellowstone National Park,275
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Bryce National Park,133
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Yosemite National Park,158
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Yosemite National Park,185
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Bryce National Park,92
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",,Great Smoky Mountains National Park,38
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Bryce National Park,94
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Yellowstone National Park,264
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Great Smoky Mountains National Park,63
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Bryce National Park,125
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Yellowstone National Park,225
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Yosemite National Park,132
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Great Smoky Mountains National Park,57
Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",,Yosemite National Park,148
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Bryce National Park,94
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Yellowstone National Park,264
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Great Smoky Mountains National Park,63
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Bryce National Park,125
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Yellowstone National Park,225
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Yosemite National Park,132
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Great Smoky Mountains National Park,57
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,,Yosemite National Park,148
Vascular Plant,Cerastium nutans var. nutans,Nodding Chickweed,,Bryce National Park,71
Vascular Plant,Cerastium nutans var. nutans,Nodding Chickweed,,Great Smoky Mountains National Park,99
Vascular Plant,Cerastium nutans var. nutans,Nodding Chickweed,,Yosemite National Park,157
Vascular Plant,Cerastium nutans var. nutans,Nodding Chickweed,,Yellowstone National Park,246
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,,Great Smoky Mountains National Park,56
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,,Bryce National Park,99
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,,Yosemite National Park,147
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,,Yellowstone National Park,253
Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",,Bryce National Park,117
Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",,Great Smoky Mountains National Park,67
Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",,Yosemite National Park,173
Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",,Yellowstone National Park,260
Vascular Plant,Cercis canadensis,"Eastern Redbud, Redbud",,Bryce National Park,112
Vascular Plant,Cercis canadensis,"Eastern Redbud, Redbud",,Yellowstone National Park,239
Vascular Plant,Cercis canadensis,"Eastern Redbud, Redbud",,Yosemite National Park,128
Vascular Plant,Cercis canadensis,"Eastern Redbud, Redbud",,Great Smoky Mountains National Park,72
Vascular Plant,Cercis occidentalis,California Redbud,,Great Smoky Mountains National Park,73
Vascular Plant,Cercis occidentalis,California Redbud,,Bryce National Park,147
Vascular Plant,Cercis occidentalis,California Redbud,,Yellowstone National Park,249
Vascular Plant,Cercis occidentalis,California Redbud,,Yosemite National Park,155
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,,Yellowstone National Park,269
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,,Great Smoky Mountains National Park,93
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,,Bryce National Park,79
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,,Yosemite National Park,146
Bird,Certhia americana,Brown Creeper,Species of Concern,Yosemite National Park,115
Bird,Certhia americana,Brown Creeper,Species of Concern,Bryce National Park,79
Bird,Certhia americana,Brown Creeper,Species of Concern,Yellowstone National Park,189
Bird,Certhia americana,Brown Creeper,Species of Concern,Great Smoky Mountains National Park,63
Bird,Certhia familiaris,Eurasian Treecreeper,,Bryce National Park,158
Bird,Certhia familiaris,Eurasian Treecreeper,,Yellowstone National Park,228
Bird,Certhia familiaris,Eurasian Treecreeper,,Yosemite National Park,157
Bird,Certhia familiaris,Eurasian Treecreeper,,Great Smoky Mountains National Park,69
Mammal,Cervus elaphus,Wapiti Or Elk,,Yellowstone National Park,225
Mammal,Cervus elaphus,Wapiti Or Elk,,Yellowstone National Park,270
Mammal,Cervus elaphus,Wapiti Or Elk,,Great Smoky Mountains National Park,60
Mammal,Cervus elaphus,Wapiti Or Elk,,Yosemite National Park,203
Mammal,Cervus elaphus,Wapiti Or Elk,,Great Smoky Mountains National Park,101
Mammal,Cervus elaphus,Wapiti Or Elk,,Bryce National Park,96
Mammal,Cervus elaphus,Wapiti Or Elk,,Bryce National Park,87
Mammal,Cervus elaphus,Wapiti Or Elk,,Yosemite National Park,176
Mammal,Cervus elaphus,Rocky Mountain Elk,,Yellowstone National Park,225
Mammal,Cervus elaphus,Rocky Mountain Elk,,Yellowstone National Park,270
Mammal,Cervus elaphus,Rocky Mountain Elk,,Great Smoky Mountains National Park,60
Mammal,Cervus elaphus,Rocky Mountain Elk,,Yosemite National Park,203
Mammal,Cervus elaphus,Rocky Mountain Elk,,Great Smoky Mountains National Park,101
Mammal,Cervus elaphus,Rocky Mountain Elk,,Bryce National Park,96
Mammal,Cervus elaphus,Rocky Mountain Elk,,Bryce National Park,87
Mammal,Cervus elaphus,Rocky Mountain Elk,,Yosemite National Park,176
Bird,Ceryle alcyon,Belted Kingfisher,,Yosemite National Park,117
Bird,Ceryle alcyon,Belted Kingfisher,,Great Smoky Mountains National Park,72
Bird,Ceryle alcyon,Belted Kingfisher,,Bryce National Park,97
Bird,Ceryle alcyon,Belted Kingfisher,,Yellowstone National Park,231
Bird,Ceryle torquata,Ringed Kingfisher,,Bryce National Park,86
Bird,Ceryle torquata,Ringed Kingfisher,,Yellowstone National Park,223
Bird,Ceryle torquata,Ringed Kingfisher,,Yosemite National Park,134
